Items Report
"Feb 7, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:32 AM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$68,179.91"
Net Sales,"$66,290.19"
COGS,$0.00
Gross Profit,"$14,342.73"
Gross Profit Margin,21.64%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Uncategorized
,," "," "," "," ","Add Left Half 10 "" Spinach",1,$0.90," "," "," "," "," "," "
,," "," "," "," ","Add Left Half 10 "" Tomatoes",1,$0.90," "," "," "," "," "," "
,," "," "," "," ","Add Left Half 10 "" Garlic",1,$0.90," "," "," "," "," "," "
,," "," "," "," ","Add Left Half 10 "" Pineapple",1,$0.90," "," "," "," "," "," "
,," "," "," "," ","Add Left Half 10 "" Basil",1,$0.90," "," "," "," "," "," "
,," "," "," "," ","Add Whole 10 "" Mozzarella ",1,$1.35," "," "," "," "," "," "
Total (Create Your Own Pizza),,"$4,633.58","$4,501.74",257,3,-,279,$551.15,-$76.94,-$54.90,6.79%,$17.72,$0.00,"$4,501.74"

Lunch Specials
,2 Slices & Can Soda,"$1,642.65","$1,625.17",235,2," "," ",-,-$3.50,-$13.98,2.45%,$6.97,$0.00,"$1,625.17"
,2 Slices+1 Toppings & Soda,$377.40,$374.81,45,0," "," ",-,-$2.59,$0.00,0.57%,$8.33,$0.00,$374.81
,," "," "," "," ",Extra Cheese,2,$1.50," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,13,$12.87," "," "," "," "," "," "
,," "," "," "," ",Saussage,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Anchovies,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Mushroom,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Pineapple,2,$1.00," "," "," "," "," "," "
,," "," "," "," ",Pepsi,1,$0.00," "," "," "," "," "," "
,Lunch Spaghetti + Meatballs & Can of Soda,$69.93,$63.94,7,0," "," ",-,-$5.99,$0.00,0.10%,$9.13,$0.00,$63.94
,1 Large 1 Topping. 2L Soda,$59.97,$59.97,3,0," "," ",-,$0.00,$0.00,0.09%,$19.99,$0.00,$59.97
,," "," "," "," ",Pepsi,1,$0.00," "," "," "," "," "," "
,"5 wings , Fries, 1 can soda",$59.94,$59.94,6,0," "," ",-,$0.00,$0.00,0.09%,$9.99,$0.00,$59.94
,," "," "," "," ",Hot or Buffalo,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Garlic Parmesan,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Honey Mustard,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepsi,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ginger Ale,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dr Pepper,1,$0.00," "," "," "," "," "," "
,Lunch Fettuccine Alfredo & Soda,$49.95,$49.95,5,0," "," ",-,$0.00,$0.00,0.08%,$9.99,$0.00,$49.95
,2 Large Pepperoni pies &  2L soda,$36.99,$36.99,1,0," "," ",-,$0.00,$0.00,0.06%,$36.99,$0.00,$36.99
,"1 Slice, Salad & Soda",$31.96,$31.96,4,0," "," ",-,$0.00,$0.00,0.05%,$7.99,$0.00,$31.96
,," "," "," "," ",Root Beer,1,$0.00," "," "," "," "," "," "
,Lunch Lasagna & Soda,$29.97,$29.97,3,0," "," ",-,$0.00,$0.00,0.05%,$9.99,$0.00,$29.97
,1 Medium cheese Pizza & 2 Can of Sodas,$15.99,$12.79,1,0," "," ",-,-$3.20,$0.00,0.02%,$12.79,$0.00,$12.79
,Lunch Baked Ziti Soda,$9.99,$9.99,1,0," "," ",-,$0.00,$0.00,0.02%,$9.99,$0.00,$9.99
,Lunch Sub Fries & 1 Can of  Soda,$9.99,$9.99,1,0," "," ",-,$0.00,$0.00,0.02%,$9.99,$0.00,$9.99
Total (Lunch Specials),,"$2,394.73","$2,365.47",312,2,-,33,$17.85,-$15.28,-$13.98,3.57%,$7.63,$0.00,"$2,365.47"

Specialty Pizzas
,Large Extravaganza 16in Pizza,$183.92,$160.93,8,1," "," ",-,$0.00,-$22.99,0.24%,$22.99,$0.00,$160.93
,Sicilian Deep Dish 16in,$144.91,$142.80,7,0," "," ",-,-$2.11,$0.00,0.22%,$20.40,$0.00,$142.80
,," "," "," "," ","Add Whole 16"" Pepperoni",2,$4.98," "," "," "," "," "," "
,Large Meat Lover's 16in Pizza,$137.94,$137.94,6,0," "," ",-,$0.00,$0.00,0.21%,$22.99,$0.00,$137.94
,Large Veggie Lover's 16in Pizza,$131.12,$131.12,6,0," "," ",-,$0.00,$0.00,0.20%,$21.85,$0.00,$131.12
,," "," "," "," ","Add Whole Large 16"" Extra Cheese",1,$2.59," "," "," "," "," "," "
,," "," "," "," ","Add Whole 16 "" Anchovies",1,$2.59," "," "," "," "," "," "
,Large Bianca 16in Pizza,$117.10,$117.10,6,0," "," ",-,$0.00,$0.00,0.18%,$19.52,$0.00,$117.10
,," "," "," "," ","Add Whole 16 "" Sausage",1,$2.59," "," "," "," "," "," "
,," "," "," "," ","Add Whole 16 "" Bacon",1,$2.59," "," "," "," "," "," "
,," "," "," "," ","Add Whole 16 "" Spinach",1,$1.99," "," "," "," "," "," "
,," "," "," "," ","Add Whole 16 "" Eggplant",1,$1.99," "," "," "," "," "," "
,XL Extravaganza 18in Pizza,$103.96,$103.96,4,0," "," ",-,$0.00,$0.00,0.16%,$25.99,$0.00,$103.96
,Mini Hawaiian 10in Pizza,$59.96,$59.96,4,0," "," ",-,$0.00,$0.00,0.09%,$14.99,$0.00,$59.96
,Medium Hawaiian 14in Pizza,$53.97,$53.97,3,0," "," ",-,$0.00,$0.00,0.08%,$17.99,$0.00,$53.97
,XL Meat Lover 18in Pizza,$51.98,$51.98,2,0," "," ",-,$0.00,$0.00,0.08%,$25.99,$0.00,$51.98
,Large Cheesesteak 16in Pizza,$47.97,$47.97,2,0," "," ",-,$0.00,$0.00,0.07%,$23.99,$0.00,$47.97
,," "," "," "," ","Add Whole 16 "" Pineapple",1,$1.99," "," "," "," "," "," "
,Small Bianca 12in Pizza,$44.97,$44.97,3,0," "," ",-,$0.00,$0.00,0.07%,$14.99,$0.00,$44.97
,Medium Extravaganza 14in Pizza,$39.98,$39.98,2,0," "," ",-,$0.00,$0.00,0.06%,$19.99,$0.00,$39.98
,Large Marguerita 16in Pizza,$39.98,$37.98,2,0," "," ",-,-$2.00,$0.00,0.06%,$18.99,$0.00,$37.98
,Small Gluten Free 12 in Pizza,$36.94,$36.94,2,0," "," ",-,$0.00,$0.00,0.06%,$18.47,$0.00,$36.94
,," "," "," "," ","Add Whole Small 12 "" Chicken",2,$2.98," "," "," "," "," "," "
,," "," "," "," ","Add Whole 12"" Mushroom",1,$0.99," "," "," "," "," "," "
,," "," "," "," ","Add Whole 12 "" Spinach",1,$0.99," "," "," "," "," "," "
,Small Extravaganza 12in Pizza,$35.98,$35.98,2,0," "," ",-,$0.00,$0.00,0.05%,$17.99,$0.00,$35.98
,Mini Meat Lover's 10in Pizza,$33.98,$33.98,2,0," "," ",-,$0.00,$0.00,0.05%,$16.99,$0.00,$33.98
,Medium Bianca 14in Pizza,$31.98,$31.98,2,0," "," ",-,$0.00,$0.00,0.05%,$15.99,$0.00,$31.98
,Small Hawaiian 12in Pizza,$31.98,$31.98,2,0," "," ",-,$0.00,$0.00,0.05%,$15.99,$0.00,$31.98
,Large Buffalo Chicken 16in Pizza,$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,$0.00,$22.99
,XL Marguerita 18in Pizza,$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,$0.00,$22.99
,XL Mediterranean 18in Pizza,$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,$0.00,$22.99
,Large Mediterranean 16in Pizza,$20.99,$20.99,1,0," "," ",-,$0.00,$0.00,0.03%,$20.99,$0.00,$20.99
,Large Hawaiian 16in Pizza,$19.99,$19.99,1,0," "," ",-,$0.00,$0.00,0.03%,$19.99,$0.00,$19.99
,XL Pesto 18in Pizza,$19.99,$19.99,1,0," "," ",-,$0.00,$0.00,0.03%,$19.99,$0.00,$19.99
,Medium Marguerita 14in Pizza,$17.99,$17.99,1,0," "," ",-,$0.00,$0.00,0.03%,$17.99,$0.00,$17.99
,Mini Extravaganza 10in Pizza,$16.99,$16.99,1,0," "," ",-,$0.00,$0.00,0.03%,$16.99,$0.00,$16.99
,Small Mediterranean 12in Pizza,$16.99,$16.99,1,0," "," ",-,$0.00,$0.00,0.03%,$16.99,$0.00,$16.99
,Small Marguerita 12in Pizza,$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,$0.00,$15.99
,Small Pesto 12in Pizza,$14.99,$14.99,1,0," "," ",-,$0.00,$0.00,0.02%,$14.99,$0.00,$14.99
,Mini Bianca 10 in Pizza,$13.99,$13.99,1,0," "," ",-,$0.00,$0.00,0.02%,$13.99,$0.00,$13.99
Total (Specialty Pizzas),,"$1,555.50","$1,528.40",77,1,-,13,$26.27,-$4.11,-$22.99,2.31%,$20.11,$0.00,"$1,528.40"

Chicken wings
,10 Wings,$419.72,$404.73,28,1," "," ",-,$0.00,-$14.99,0.61%,$14.99,$0.00,$404.73
,," "," "," "," ",Hot or Buffalo,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",No Sauce Plain,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mild,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Medium,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Buffalo Garlic,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Garlic Parmesan,9,$0.00," "," "," "," "," "," "
,," "," "," "," "," BBQ",4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Honey Mustard,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Teriyaki,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mustard,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ranch,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Bleu Cheese,4,$0.00," "," "," "," "," "," "
,30 Wings,$199.95,$199.95,5,0," "," ",-,$0.00,$0.00,0.30%,$39.99,$0.00,$199.95
,," "," "," "," ",Mild,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Buffalo Garlic,1,$0.00," "," "," "," "," "," "
,," "," "," "," "," BBQ",1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Teriyaki,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Asian Chili,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Bleu Cheese,1,$0.00," "," "," "," "," "," "
,20 Wings,$86.97,$78.27,3,0," "," ",-,-$8.70,$0.00,0.12%,$26.09,$0.00,$78.27
,," "," "," "," ",Mild,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Extra Hot.,1,$0.00," "," "," "," "," "," "
,15 Wings,$65.97,$63.77,3,0," "," ",-,-$2.20,$0.00,0.10%,$21.26,$0.00,$63.77
,," "," "," "," ",Buffalo Garlic,1,$0.00," "," "," "," "," "," "
,," "," "," "," "," BBQ",2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ranch,1,$0.00," "," "," "," "," "," "
,5 Wings,$39.95,$39.95,5,0," "," ",-,$0.00,$0.00,0.06%,$7.99,$0.00,$39.95
,," "," "," "," ",Mild,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Medium,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Buffalo Garlic,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Garlic Parmesan,1,$0.00," "," "," "," "," "," "
,25 Wings,$34.99,$34.99,1,0," "," ",-,$0.00,$0.00,0.05%,$34.99,$0.00,$34.99
,," "," "," "," ",Hot or Buffalo,1,$0.00," "," "," "," "," "," "
Total (Chicken wings),,$847.55,$821.66,45,1,-,56,$0.00,-$10.90,-$14.99,1.24%,$18.67,$0.00,$821.66

Pasta Entrees
,Entrée Lasagna,$139.90,$136.89,10,0," "," ",-,-$3.01,$0.00,0.21%,$13.69,$0.00,$136.89
,"Entrée Chicken Parmigiana ",$95.94,$95.94,6,0," "," ",-,$0.00,$0.00,0.14%,$15.99,$0.00,$95.94
,Entrée Shrimp Scampi,$71.96,$71.96,4,0," "," ",-,$0.00,$0.00,0.11%,$17.99,$0.00,$71.96
,Entrée Pasta with Meat Sauce,$71.94,$71.94,6,0," "," ",-,$0.00,$0.00,0.11%,$11.99,$0.00,$71.94
,Entrée Fettuccini Alfredo,$69.95,$69.95,5,0," "," ",-,$0.00,$0.00,0.11%,$13.99,$0.00,$69.95
,Entrée Pasta with Meatballs,$64.95,$64.95,5,0," "," ",-,$0.00,$0.00,0.10%,$12.99,$0.00,$64.95
,Entrée Penne Al A Vodka,$59.96,$59.96,4,0," "," ",-,$0.00,$0.00,0.09%,$14.99,$0.00,$59.96
,Entrée Spaghetti Carbonara,$47.97,$47.97,3,0," "," ",-,$0.00,$0.00,0.07%,$15.99,$0.00,$47.97
,Entrée Baked Ziti,$38.97,$38.97,3,0," "," ",-,$0.00,$0.00,0.06%,$12.99,$0.00,$38.97
,Entrée Chicken Picatta,$33.98,$33.98,2,0," "," ",-,$0.00,$0.00,0.05%,$16.99,$0.00,$33.98
,Entrée Eggplant Rollatini,$33.98,$33.98,2,0," "," ",-,$0.00,$0.00,0.05%,$16.99,$0.00,$33.98
,Entrée Stuffed Shells,$27.98,$27.98,2,0," "," ",-,$0.00,$0.00,0.04%,$13.99,$0.00,$27.98
,Entrée Tour of Italy,$17.99,$17.99,1,0," "," ",-,$0.00,$0.00,0.03%,$17.99,$0.00,$17.99
,Entrée Chicken Marsala,$16.99,$16.99,1,0," "," ",-,$0.00,$0.00,0.03%,$16.99,$0.00,$16.99
,Entrée Eggplant Parmigiana,$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,$0.00,$15.99
,Entrée Cheese Ravioli,$13.99,$13.99,1,0," "," ",-,$0.00,$0.00,0.02%,$13.99,$0.00,$13.99
Total (Pasta Entrees),,$822.44,$819.43,56,0,-," ",$0.00,-$3.01,$0.00,1.24%,$14.63,$0.00,$819.43

Beverage
,Pepsi 2L,$135.66,$132.42,34,0," "," ",-,-$3.24,$0.00,0.20%,$3.89,$0.00,$132.42
,Can Pepsi,$106.75,$102.79,61,0," "," ",-,-$3.96,$0.00,0.16%,$1.69,$0.00,$102.79
,Can Dr pepper,$77.00,$74.22,44,0," "," ",-,-$2.78,$0.00,0.11%,$1.69,$0.00,$74.22
,Can Soda,$73.50,$71.75,42,0," "," ",-,-$1.75,$0.00,0.11%,$1.71,$0.00,$71.75
,Snapple,$71.50,$65.43,26,0," "," ",-,-$6.07,$0.00,0.10%,$2.52,$0.00,$65.43
,Bottled Water,$66.50,$63.87,38,0," "," ",-,-$2.63,$0.00,0.10%,$1.68,$0.00,$63.87
,Malta,$46.75,$46.75,17,0," "," ",-,$0.00,$0.00,0.07%,$2.75,$0.00,$46.75
,Gatorade,$41.25,$41.25,15,0," "," ",-,$0.00,$0.00,0.06%,$2.75,$0.00,$41.25
,Can Dt Pepsi,$28.00,$28.00,16,0," "," ",-,$0.00,$0.00,0.04%,$1.75,$0.00,$28.00
,Mtn Dew 2L,$23.94,$23.14,6,0," "," ",-,-$0.80,$0.00,0.03%,$3.86,$0.00,$23.14
,Can Ginger ale,$22.75,$22.75,13,0," "," ",-,$0.00,$0.00,0.03%,$1.75,$0.00,$22.75
,Can Mtn Dew,$21.00,$20.83,12,0," "," ",-,-$0.17,$0.00,0.03%,$1.74,$0.00,$20.83
,Can Brisk,$19.25,$19.25,11,0," "," ",-,$0.00,$0.00,0.03%,$1.75,$0.00,$19.25
,Other Drinks,$19.25,$19.25,7,0," "," ",-,$0.00,$0.00,0.03%,$2.75,$0.00,$19.25
,Lipton,$11.00,$11.00,4,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$11.00
,Sparkling Water,$11.00,$11.00,4,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$11.00
,Employee Soda,$9.30,$8.18,10,0," "," ",-,-$1.12,$0.00,0.01%,$0.82,$0.00,$8.18
,Diet Pepsi 2L,$7.98,$7.18,2,0," "," ",-,-$0.80,$0.00,0.01%,$3.59,$0.00,$7.18
,Can Crush Orange,$7.00,$7.00,4,0," "," ",-,$0.00,$0.00,0.01%,$1.75,$0.00,$7.00
,Pepsi 2L,$3.99,$3.99,1,0," "," ",-,$0.00,$0.00,0.01%,$3.99,$0.00,$3.99
Total (Beverage),,$803.37,$780.06,367,0,-," ",$0.00,-$23.31,$0.00,1.18%,$2.13,$0.00,$780.05

Pizza By The Slice
,Create Youn Own Slice,$597.11,$591.63,156,0," "," ",-,-$5.48,$0.00,0.89%,$3.79,$0.00,$591.63
,," "," "," "," ",Extra Cheese,6,$4.50," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,33,$32.67," "," "," "," "," "," "
,," "," "," "," ",Bacon,5,$4.95," "," "," "," "," "," "
,," "," "," "," ",Sliced Meatballs,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Green Peppers,3,$1.50," "," "," "," "," "," "
,," "," "," "," ",Onions,6,$3.00," "," "," "," "," "," "
,," "," "," "," ",Mushroom,2,$1.00," "," "," "," "," "," "
,," "," "," "," ",Black Olives,2,$1.00," "," "," "," "," "," "
,," "," "," "," ",Spinach,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Basil,2,$1.00," "," "," "," "," "," "
,Slice Sicilian Deep Dish,$24.95,$24.95,5,0," "," ",-,$0.00,$0.00,0.04%,$4.99,$0.00,$24.95
,Margherita Slice,$9.98,$9.98,2,0," "," ",-,$0.00,$0.00,0.02%,$4.99,$0.00,$9.98
,Meet Lover Slice,$9.98,$9.98,2,0," "," ",-,$0.00,$0.00,0.02%,$4.99,$0.00,$9.98
,Veggie Lover Slice,$9.98,$9.98,2,0," "," ",-,$0.00,$0.00,0.02%,$4.99,$0.00,$9.98
,"Create Youn Own Slice ",$3.50,$3.50,1,0," "," ",-,$0.00,$0.00,0.01%,$3.50,$0.00,$3.50
Total (Pizza By The Slice),,$655.50,$650.02,168,0,-,61,$51.11,-$5.48,$0.00,0.98%,$3.87,$0.00,$650.02

Appetizers
," Garlic Knots Plain",$144.71,$144.71,29,0," "," ",-,$0.00,$0.00,0.22%,$4.99,$0.00,$144.71
,Jamaican Beef Patty With Cheese,$101.83,$95.84,17,1," "," ",-,$0.00,-$5.99,0.14%,$5.99,$0.00,$95.84
,French Fries,$95.84,$94.64,16,0," "," ",-,-$1.20,$0.00,0.14%,$5.92,$0.00,$94.64
,Mozzarella Sticks (6),$83.88,$82.55,12,0," "," ",-,-$1.33,$0.00,0.12%,$6.88,$0.00,$82.55
,Jamaican Beef Patty,$79.84,$72.85,16,0," "," ",-,-$6.99,$0.00,0.11%,$4.55,$0.00,$72.85
,Bruschetta,$49.95,$49.95,5,0," "," ",-,$0.00,$0.00,0.08%,$9.99,$0.00,$49.95
,Cheese Garlic Bread,$23.96,$23.96,4,0," "," ",-,$0.00,$0.00,0.04%,$5.99,$0.00,$23.96
,Plain Cheese Garlic Bread,$19.96,$18.66,4,0," "," ",-,-$1.30,$0.00,0.03%,$4.66,$0.00,$18.66
,Garlic Knots Cheese,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,$0.00,$11.98
,Sampler,$11.50,$11.50,1,0," "," ",-,$0.00,$0.00,0.02%,$11.50,$0.00,$11.50
,Calamari,$10.99,$10.99,1,0," "," ",-,$0.00,$0.00,0.02%,$10.99,$0.00,$10.99
,Sliders (4),$7.99,$7.99,1,0," "," ",-,$0.00,$0.00,0.01%,$7.99,$0.00,$7.99
,Garlic Knots 2 Single pcs,$7.50,$7.50,3,0," "," ",-,$0.00,$0.00,0.01%,$2.50,$0.00,$7.50
,Garlic Knots 2 Single pcs With Cheese,$3.50,$3.50,1,0," "," ",-,$0.00,$0.00,0.01%,$3.50,$0.00,$3.50
Total (Appetizers),,$653.43,$636.61,112,1,-," ",$0.00,-$10.83,-$5.99,0.96%,$5.74,$0.00,$636.62

Party size Special
,"2 Medium Cheese Pizza, 10 wings, 1 Garlic knot, 2 L Pepsi",$185.95,$185.95,4,0," "," ",-,$0.00,$0.00,0.28%,$46.49,$0.00,$185.95
,," "," "," "," ","Add Whole 14"" Pepperoni",1,$1.99," "," "," "," "," "," "
,," "," "," "," ",No Sauce Plain,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mild,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Buffalo Garlic,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepsi,3,$0.00," "," "," "," "," "," "
,2 Large 1 topping Pizza 2 L Soda,$76.47,$76.47,2,0," "," ",-,$0.00,$0.00,0.12%,$38.24,$0.00,$76.47
,," "," "," "," ","Add Whole 16"" Pepperoni",1,$2.49," "," "," "," "," "," "
,2 Large Cheese Pizzas 30 wings 1 Garlic Knots 1 Fries 2L Soda,$74.97,$74.97,1,0," "," ",-,$0.00,$0.00,0.11%,$74.97,$0.00,$74.97
,," "," "," "," ","Add Whole 16"" Pepperoni",2,$4.98," "," "," "," "," "," "
,," "," "," "," ",Mild,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepsi,1,$0.00," "," "," "," "," "," "
,2 Large Cheese Pizzas 20 wings 1 Garlic Knots 2 l Pepsi,$59.99,$59.99,1,0," "," ",-,$0.00,$0.00,0.09%,$59.99,$0.00,$59.99
,"2 Medium Cheese Pizzas, 10 wings, 1 Garlic knot, 2 L Pepsi ",$45.99,$45.99,1,0," "," ",-,$0.00,$0.00,0.07%,$45.99,$0.00,$45.99
Total (Party size Special),,$443.37,$443.37,9,0,-,12,$9.46,$0.00,$0.00,0.67%,$49.26,$0.00,$443.37

Calzones
,Small-Cheese Calzone,$119.88,$119.88,12,0," "," ",-,$0.00,$0.00,0.18%,$9.99,$0.00,$119.88
,Large-Cheese Calzone,$111.92,$111.92,8,0," "," ",-,$0.00,$0.00,0.17%,$13.99,$0.00,$111.92
,Small-Veggie Lovers Calzone,$51.96,$51.96,4,0," "," ",-,$0.00,$0.00,0.08%,$12.99,$0.00,$51.96
,Large-Anthony's Calzone,$33.98,$33.98,2,0," "," ",-,$0.00,$0.00,0.05%,$16.99,$0.00,$33.98
,Small-Anthony's Calzone,$27.98,$27.98,2,0," "," ",-,$0.00,$0.00,0.04%,$13.99,$0.00,$27.98
,Small-Buffalo Chicken Calzone,$19.98,$19.98,2,0," "," ",-,$0.00,$0.00,0.03%,$9.99,$0.00,$19.98
,Small-Philly Cheesesteak Calzone,$13.99,$13.99,1,0," "," ",-,$0.00,$0.00,0.02%,$13.99,$0.00,$13.99
,Small-Meat Lovers Calzone,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,$0.00,$12.99
Total (Calzones),,$392.68,$392.68,32,0,-," ",$0.00,$0.00,$0.00,0.59%,$12.27,$0.00,$392.68

Subs
,Meatball Parmigiana Sub,$129.64,$125.80,14,0," "," ",-,-$3.84,$0.00,0.19%,$8.99,$0.00,$125.80
,Chicken Parmigiana Sub,$102.90,$100.90,10,0," "," ",-,-$2.00,$0.00,0.15%,$10.09,$0.00,$100.90
,Cheesesteak Sub,$51.45,$48.36,5,0," "," ",-,-$3.09,$0.00,0.07%,$9.67,$0.00,$48.36
,Sausage Parmigiana Sub,$10.29,$10.29,1,0," "," ",-,$0.00,$0.00,0.02%,$10.29,$0.00,$10.29
,Anthony's Classic Hero Sub,$9.26,$9.26,1,0," "," ",-,$0.00,$0.00,0.01%,$9.26,$0.00,$9.26
Total (Subs),,$303.54,$294.61,31,0,-," ",$0.00,-$8.93,$0.00,0.44%,$9.50,$0.00,$294.61

Deserts
,Zeppole,$77.87,$73.67,13,0," "," ",-,-$4.20,$0.00,0.11%,$5.67,$0.00,$73.67
,Cannoli,$47.92,$47.92,8,0," "," ",-,$0.00,$0.00,0.07%,$5.99,$0.00,$47.92
,Belgium Chocolate Mousse       Cake,$17.97,$17.97,3,0," "," ",-,$0.00,$0.00,0.03%,$5.99,$0.00,$17.97
,Tiramisu,$17.97,$17.97,3,0," "," ",-,$0.00,$0.00,0.03%,$5.99,$0.00,$17.97
,Carrot Cake,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,$0.00,$11.98
,New York Cheesecake,$11.98,$8.98,2,0," "," ",-,-$3.00,$0.00,0.01%,$4.49,$0.00,$8.98
Total (Deserts),,$185.69,$178.49,31,0,-," ",$0.00,-$7.20,$0.00,0.27%,$5.76,$0.00,$178.49

Salads
,"Large Greek Salad ",$43.96,$43.96,4,0," "," ",-,$0.00,$0.00,0.07%,$10.99,$0.00,$43.96
,Large Caesar Salad,$34.00,$34.00,4,0," "," ",-,$0.00,$0.00,0.05%,$8.50,$0.00,$34.00
,"Small Antipasto Salad ",$29.97,$28.97,3,0," "," ",-,-$1.00,$0.00,0.04%,$9.66,$0.00,$28.97
,Small Caesar Salad,$22.50,$20.57,3,0," "," ",-,-$1.93,$0.00,0.03%,$6.86,$0.00,$20.57
,Caprese Salad,$9.99,$9.99,1,0," "," ",-,$0.00,$0.00,0.02%,$9.99,$0.00,$9.99
,"Small Garden Salad ",$7.50,$7.50,1,0," "," ",-,$0.00,$0.00,0.01%,$7.50,$0.00,$7.50
Total (Salads),,$147.92,$144.99,16,0,-," ",$0.00,-$2.93,$0.00,0.22%,$9.06,$0.00,$144.99

Strombolis
,Small Meat Lovers Stromboli,$51.96,$49.36,4,0," "," ",-,-$2.60,$0.00,0.07%,$12.34,$0.00,$49.36
,Large Meat Lovers Stromboli,$31.98,$31.98,2,0," "," ",-,$0.00,$0.00,0.05%,$15.99,$0.00,$31.98
,Small-Cheese Stromboli,$19.80,$19.80,2,0," "," ",-,$0.00,$0.00,0.03%,$9.90,$0.00,$19.80
,Small Philly Cheesesteak Stromboli,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,$0.00,$12.99
,Small Veggie Lovers Stromboli,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,$0.00,$12.99
,Small-Anthony's Stromboli,$12.99,$11.69,1,0," "," ",-,-$1.30,$0.00,0.02%,$11.69,$0.00,$11.69
Total (Strombolis),,$142.71,$138.81,11,0,-," ",$0.00,-$3.90,$0.00,0.21%,$12.62,$0.00,$138.81

Toppings
,Add Pepperoni,$34.86,$34.86,14,0," "," ",-,$0.00,$0.00,0.05%,$2.49,$0.00,$34.86
,Add Grilled Chicken,$29.88,$29.88,12,0," "," ",-,$0.00,$0.00,0.05%,$2.49,$0.00,$29.88
,Add Saussage,$12.45,$12.45,5,0," "," ",-,$0.00,$0.00,0.02%,$2.49,$0.00,$12.45
,Add Bacon,$9.96,$9.96,4,0," "," ",-,$0.00,$0.00,0.02%,$2.49,$0.00,$9.96
,Add Extra Cheese,$7.47,$7.47,3,0," "," ",-,$0.00,$0.00,0.01%,$2.49,$0.00,$7.47
,Add Pineapple,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.01%,$1.99,$0.00,$5.97
,"Add Ham ",$4.98,$4.98,2,0," "," ",-,$0.00,$0.00,0.01%,$2.49,$0.00,$4.98
,Add Sliced Meetballs,$4.98,$4.98,2,0," "," ",-,$0.00,$0.00,0.01%,$2.49,$0.00,$4.98
